Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Shipping Profile Id,Product Sales Channel 1,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price ZAR,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url
cherry-pomegranate-cranberry,Cherry Pomegranate Cranberry,,"<p>Experience the <strong>ultimate chill</strong> with the <em>Elfbar Ice King</em>, a premium disposable vape designed for smooth, icy satisfaction. Crafted for those who crave bold flavour and instant refreshment, the Ice King delivers a perfectly balanced cool inhale with a rich, satisfying finish. Its sleek design, long-lasting battery, and generous e-liquid capacity make it a top choice for vapers who demand both <strong>style and performance</strong>.</p><p>&nbsp;</p><ul>	<li>	<p><strong>Puffs:</strong> Up to 6000 (varies by model)</p>	</li>	<li>	<p><strong>Battery:</strong> High-capacity rechargeable battery</p>	</li>	<li>	<p><strong>Flavour:</strong> Intense icy menthol blend</p>	</li>	<li>	<p><strong>Design:</strong> Ergonomic and modern with LED indicator</p>	</li>	<li>	<p><strong>Performance:</strong> Consistent flavour from first puff to last</p>	</li></ul><p>&nbsp;</p><p>Stay frosty — the <strong>Ice King</strong> rules the throne of refreshment.</p>",published,https://static.wixstatic.com/media/98377e_4e58b87498e94f269c1e374ec6789822~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_a3234254-1d60-d5bc-8908-14abbfa7d463,Default,Vape-Elfbar-IceKing,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_4e58b87498e94f269c1e374ec6789822~mv2.webp
cherry-strazz,Cherry Strazz,,"<p>Experience the <strong>ultimate chill</strong> with the <em>Elfbar Ice King</em>, a premium disposable vape designed for smooth, icy satisfaction. Crafted for those who crave bold flavour and instant refreshment, the Ice King delivers a perfectly balanced cool inhale with a rich, satisfying finish. Its sleek design, long-lasting battery, and generous e-liquid capacity make it a top choice for vapers who demand both <strong>style and performance</strong>.</p><p>&nbsp;</p><ul>	<li>	<p><strong>Puffs:</strong> Up to 6000 (varies by model)</p>	</li>	<li>	<p><strong>Battery:</strong> High-capacity rechargeable battery</p>	</li>	<li>	<p><strong>Flavour:</strong> Intense icy menthol blend</p>	</li>	<li>	<p><strong>Design:</strong> Ergonomic and modern with LED indicator</p>	</li>	<li>	<p><strong>Performance:</strong> Consistent flavour from first puff to last</p>	</li></ul><p>&nbsp;</p><p>Stay frosty — the <strong>Ice King</strong> rules the throne of refreshment.</p>",published,https://static.wixstatic.com/media/98377e_5e3d503aae774c5dae4650e7a575792b~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_56e9deb9-2aa2-a7e9-127a-50d2752946f7,Default,Vape-Elfbar-IceKing,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_5e3d503aae774c5dae4650e7a575792b~mv2.webp
blue-razz-ice,Blue Razz Ice,,"<p>Experience the <strong>ultimate chill</strong> with the <em>Elfbar Ice King</em>, a premium disposable vape designed for smooth, icy satisfaction. Crafted for those who crave bold flavour and instant refreshment, the Ice King delivers a perfectly balanced cool inhale with a rich, satisfying finish. Its sleek design, long-lasting battery, and generous e-liquid capacity make it a top choice for vapers who demand both <strong>style and performance</strong>.</p><p>&nbsp;</p><ul>	<li>	<p><strong>Puffs:</strong> Up to 6000 (varies by model)</p>	</li>	<li>	<p><strong>Battery:</strong> High-capacity rechargeable battery</p>	</li>	<li>	<p><strong>Flavour:</strong> Intense icy menthol blend</p>	</li>	<li>	<p><strong>Design:</strong> Ergonomic and modern with LED indicator</p>	</li>	<li>	<p><strong>Performance:</strong> Consistent flavour from first puff to last</p>	</li></ul><p>&nbsp;</p><p>Stay frosty — the <strong>Ice King</strong> rules the throne of refreshment.</p>",published,https://static.wixstatic.com/media/98377e_08449bdecfd143e3b1ef5e87ad13ca10~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_743b9936-c055-94db-50f6-2f95d8e75a45,Default,Vape-Elfbar-IceKing,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_08449bdecfd143e3b1ef5e87ad13ca10~mv2.webp
miami-mint,Miami Mint,,"<p>Experience the <strong>ultimate chill</strong> with the <em>Elfbar Ice King</em>, a premium disposable vape designed for smooth, icy satisfaction. Crafted for those who crave bold flavour and instant refreshment, the Ice King delivers a perfectly balanced cool inhale with a rich, satisfying finish. Its sleek design, long-lasting battery, and generous e-liquid capacity make it a top choice for vapers who demand both <strong>style and performance</strong>.</p><p>&nbsp;</p><ul>	<li>	<p><strong>Puffs:</strong> Up to 6000 (varies by model)</p>	</li>	<li>	<p><strong>Battery:</strong> High-capacity rechargeable battery</p>	</li>	<li>	<p><strong>Flavour:</strong> Intense icy menthol blend</p>	</li>	<li>	<p><strong>Design:</strong> Ergonomic and modern with LED indicator</p>	</li>	<li>	<p><strong>Performance:</strong> Consistent flavour from first puff to last</p>	</li></ul><p>&nbsp;</p><p>Stay frosty — the <strong>Ice King</strong> rules the throne of refreshment.</p>",published,https://static.wixstatic.com/media/98377e_b62af5c18c6c4f32aef273530ce1e43d~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_e7eb2d6a-d615-dda0-9796-6b399d591c9a,Default,Vape-Elfbar-IceKing,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_b62af5c18c6c4f32aef273530ce1e43d~mv2.webp
sour-lush-gummy,Sour Lush Gummy,,"<p>Experience the <strong>ultimate chill</strong> with the <em>Elfbar Ice King</em>, a premium disposable vape designed for smooth, icy satisfaction. Crafted for those who crave bold flavour and instant refreshment, the Ice King delivers a perfectly balanced cool inhale with a rich, satisfying finish. Its sleek design, long-lasting battery, and generous e-liquid capacity make it a top choice for vapers who demand both <strong>style and performance</strong>.</p><p>&nbsp;</p><ul>	<li>	<p><strong>Puffs:</strong> Up to 6000 (varies by model)</p>	</li>	<li>	<p><strong>Battery:</strong> High-capacity rechargeable battery</p>	</li>	<li>	<p><strong>Flavour:</strong> Intense icy menthol blend</p>	</li>	<li>	<p><strong>Design:</strong> Ergonomic and modern with LED indicator</p>	</li>	<li>	<p><strong>Performance:</strong> Consistent flavour from first puff to last</p>	</li></ul><p>&nbsp;</p><p>Stay frosty — the <strong>Ice King</strong> rules the throne of refreshment.</p>",published,https://static.wixstatic.com/media/98377e_dc11942cfbe746d59086dac1f9f77d2a~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_78c8cba4-0b49-300f-9eec-60db96048f9d,Default,Vape-Elfbar-IceKing,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_dc11942cfbe746d59086dac1f9f77d2a~mv2.webp
peach,Peach,,"<p>Experience the <strong>ultimate chill</strong> with the <em>Elfbar Ice King</em>, a premium disposable vape designed for smooth, icy satisfaction. Crafted for those who crave bold flavour and instant refreshment, the Ice King delivers a perfectly balanced cool inhale with a rich, satisfying finish. Its sleek design, long-lasting battery, and generous e-liquid capacity make it a top choice for vapers who demand both <strong>style and performance</strong>.</p><p>&nbsp;</p><ul>	<li>	<p><strong>Puffs:</strong> Up to 6000 (varies by model)</p>	</li>	<li>	<p><strong>Battery:</strong> High-capacity rechargeable battery</p>	</li>	<li>	<p><strong>Flavour:</strong> Intense icy menthol blend</p>	</li>	<li>	<p><strong>Design:</strong> Ergonomic and modern with LED indicator</p>	</li>	<li>	<p><strong>Performance:</strong> Consistent flavour from first puff to last</p>	</li></ul><p>&nbsp;</p><p>Stay frosty — the <strong>Ice King</strong> rules the throne of refreshment.</p>",published,https://static.wixstatic.com/media/98377e_0a6af89b8ca64141aedbdebf6296305f~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_b9ef1915-7c6c-afa7-4145-e2c1b18bdf1b,Default,Vape-Elfbar-IceKing,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_0a6af89b8ca64141aedbdebf6296305f~mv2.webp
strawberry-berries,Strawberry Berries,,"<p>Experience the <strong>ultimate chill</strong> with the <em>Elfbar Ice King</em>, a premium disposable vape designed for smooth, icy satisfaction. Crafted for those who crave bold flavour and instant refreshment, the Ice King delivers a perfectly balanced cool inhale with a rich, satisfying finish. Its sleek design, long-lasting battery, and generous e-liquid capacity make it a top choice for vapers who demand both <strong>style and performance</strong>.</p><p>&nbsp;</p><ul>	<li>	<p><strong>Puffs:</strong> Up to 6000 (varies by model)</p>	</li>	<li>	<p><strong>Battery:</strong> High-capacity rechargeable battery</p>	</li>	<li>	<p><strong>Flavour:</strong> Intense icy menthol blend</p>	</li>	<li>	<p><strong>Design:</strong> Ergonomic and modern with LED indicator</p>	</li>	<li>	<p><strong>Performance:</strong> Consistent flavour from first puff to last</p>	</li></ul><p>&nbsp;</p><p>Stay frosty — the <strong>Ice King</strong> rules the throne of refreshment.</p>",published,https://static.wixstatic.com/media/98377e_395057e792ba4da8b51de72881412199~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_95e36212-ad4a-ac1b-ca14-defba2240ec2,Default,Vape-Elfbar-IceKing,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_395057e792ba4da8b51de72881412199~mv2.webp
watermelon-ice,Watermelon Ice,,"<p>Experience the <strong>ultimate chill</strong> with the <em>Elfbar Ice King</em>, a premium disposable vape designed for smooth, icy satisfaction. Crafted for those who crave bold flavour and instant refreshment, the Ice King delivers a perfectly balanced cool inhale with a rich, satisfying finish. Its sleek design, long-lasting battery, and generous e-liquid capacity make it a top choice for vapers who demand both <strong>style and performance</strong>.</p><p>&nbsp;</p><ul>	<li>	<p><strong>Puffs:</strong> Up to 6000 (varies by model)</p>	</li>	<li>	<p><strong>Battery:</strong> High-capacity rechargeable battery</p>	</li>	<li>	<p><strong>Flavour:</strong> Intense icy menthol blend</p>	</li>	<li>	<p><strong>Design:</strong> Ergonomic and modern with LED indicator</p>	</li>	<li>	<p><strong>Performance:</strong> Consistent flavour from first puff to last</p>	</li></ul><p>&nbsp;</p><p>Stay frosty — the <strong>Ice King</strong> rules the throne of refreshment.</p>",published,https://static.wixstatic.com/media/98377e_836cf07fe8274cbca059bde60eb4fc87~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_e81f3d6c-65f2-b58b-13be-5e55f5b105d9,Default,Vape-Elfbar-IceKing,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_836cf07fe8274cbca059bde60eb4fc87~mv2.webp
watermelon-lemonberry,Watermelon Lemonberry,,"<p>Experience the <strong>ultimate chill</strong> with the <em>Elfbar Ice King</em>, a premium disposable vape designed for smooth, icy satisfaction. Crafted for those who crave bold flavour and instant refreshment, the Ice King delivers a perfectly balanced cool inhale with a rich, satisfying finish. Its sleek design, long-lasting battery, and generous e-liquid capacity make it a top choice for vapers who demand both <strong>style and performance</strong>.</p><p>&nbsp;</p><ul>	<li>	<p><strong>Puffs:</strong> Up to 6000 (varies by model)</p>	</li>	<li>	<p><strong>Battery:</strong> High-capacity rechargeable battery</p>	</li>	<li>	<p><strong>Flavour:</strong> Intense icy menthol blend</p>	</li>	<li>	<p><strong>Design:</strong> Ergonomic and modern with LED indicator</p>	</li>	<li>	<p><strong>Performance:</strong> Consistent flavour from first puff to last</p>	</li></ul><p>&nbsp;</p><p>Stay frosty — the <strong>Ice King</strong> rules the throne of refreshment.</p>",published,https://static.wixstatic.com/media/98377e_968f4a0211be4b2ca0d17150864ba858~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,elfbar,,,TRUE,product_241a46d5-9f62-1d91-1be6-4ee53c6dbdac,Default,Vape-Elfbar-IceKing,,TRUE,FALSE,,,,,,,,,320.0,Option,Default,https://static.wixstatic.com/media/98377e_968f4a0211be4b2ca0d17150864ba858~mv2.webp
berry-grape,Berry Grape,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_25f897f0dd17439a88fa9d3f21ae5ebe~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_6c3d85e3-fe3e-6cbb-92d7-098f0fc26284,Default,Vape-Nasty-D14Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_25f897f0dd17439a88fa9d3f21ae5ebe~mv2.webp
blue-razz-ice,Blue Razz Ice,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_0b6cf589d78d4968b994bc19b79bbe7f~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_bd911f30-f566-0d5c-41ab-92a8fc5c1aa5,Default,Vape-Nasty-D14Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_0b6cf589d78d4968b994bc19b79bbe7f~mv2.webp
blackcurrant,Blackcurrant,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_0dc9975b4676418f803e4dae5dc6e4a6~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_b93a7a21-9ded-34d3-cc84-b71c78030658,Default,Vape-Nasty-D14Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_0dc9975b4676418f803e4dae5dc6e4a6~mv2.webp
arctic-mint,Arctic Mint,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_1033b04dc8494f23a3330ab1a8f8a8db~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_cc74bcaf-4979-c383-ae81-3237d40a97e2,Default,Vape-Nasty-D14Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_1033b04dc8494f23a3330ab1a8f8a8db~mv2.webp
cherry-peach-raspberry,Cherry Peach Raspberry,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_c1a833f015f547b5bffe27fa58141cfd~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_deb609ec-3593-87a9-03df-f555efdb2159,Default,Vape-Nasty-D14Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_c1a833f015f547b5bffe27fa58141cfd~mv2.webp
caribbean-mango,Caribbean Mango,,"<p><strong>Consistent performance until the last drop.&nbsp;</strong></p><p>NASTY BAR D14Ki is a sleek rechargeable Nicotine Salt Disposable Device with Double Mesh Coil for bolder and more consistent performance.&nbsp;<br>&nbsp;</p><p>What makes this device stand out is that it delivers consistent flavour and nicotine satisfaction from beginning to end, which is unique compared to other big-puff devices in the market.&nbsp; This was achieved thanks to our proprietary e-liquid formula and new firing control design.</p><p>&nbsp;</p><p><strong>Specifications</strong></p><p><strong>Volume:</strong>&nbsp;15ml</p><p><strong>Battery:</strong>&nbsp;650mAH&nbsp;</p><p><strong>Puff:</strong>&nbsp;14,000&nbsp;</p><p><strong>Ohm:</strong>&nbsp;&nbsp;0.80Ω&nbsp;</p><p><strong>Coil:</strong>&nbsp;Double Mesh Coil</p>",published,https://static.wixstatic.com/media/98377e_8ab2036117d248ec8b76f8cc6f5e721f~mv2.webp,,,,,,,,,,Quick Dose (Pty) Ltd,nasty,,,TRUE,product_12060dff-03e7-a2c7-d4b8-c1976da0ad8c,Default,Vape-Nasty-D14Ki,,TRUE,FALSE,,,,,,,,,280.0,Option,Default,https://static.wixstatic.com/media/98377e_8ab2036117d248ec8b76f8cc6f5e721f~mv2.webp
